factor_name,category,expected_direction,direction_source,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,t_stat,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,notes
q158_open_close_4h,alpha158_price,conditional,factor_registry,1h,0.03234357,0.03234357,26.7782,17802,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 OPEN4: Ref(open,4) / close; four-bar lagged open normalized by current close from Alpha158 price feature block"
q158_open_close_4h,alpha158_price,conditional,factor_registry,4h,0.03205704,0.03205704,26.6386,17800,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 OPEN4: Ref(open,4) / close; four-bar lagged open normalized by current close from Alpha158 price feature block"
q158_open_close_4h,alpha158_price,conditional,factor_registry,24h,0.02105083,0.02105083,17.5158,17780,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 OPEN4: Ref(open,4) / close; four-bar lagged open normalized by current close from Alpha158 price feature block"
q158_open_close_4h,alpha158_price,conditional,factor_registry,72h,0.010626,0.010626,9.327,17732,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 OPEN4: Ref(open,4) / close; four-bar lagged open normalized by current close from Alpha158 price feature block"
q158_high_close_4h,alpha158_price,conditional,factor_registry,1h,0.02341446,0.02341446,18.5901,17802,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 HIGH4: Ref(high,4) / close; four-bar lagged high normalized by current close from Alpha158 price feature block"
q158_high_close_4h,alpha158_price,conditional,factor_registry,4h,0.02005902,0.02005902,16.1263,17800,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 HIGH4: Ref(high,4) / close; four-bar lagged high normalized by current close from Alpha158 price feature block"
q158_high_close_4h,alpha158_price,conditional,factor_registry,24h,0.00102007,0.00102007,0.8324,17780,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 HIGH4: Ref(high,4) / close; four-bar lagged high normalized by current close from Alpha158 price feature block"
q158_high_close_4h,alpha158_price,conditional,factor_registry,72h,-0.01065414,-0.01065414,-9.144,17732,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 HIGH4: Ref(high,4) / close; four-bar lagged high normalized by current close from Alpha158 price feature block"
q158_low_close_4h,alpha158_price,conditional,factor_registry,1h,0.03922969,0.03922969,33.1833,17802,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 LOW4: Ref(low,4) / close; four-bar lagged low normalized by current close from Alpha158 price feature block"
q158_low_close_4h,alpha158_price,conditional,factor_registry,4h,0.04222499,0.04222499,35.6431,17800,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 LOW4: Ref(low,4) / close; four-bar lagged low normalized by current close from Alpha158 price feature block"
q158_low_close_4h,alpha158_price,conditional,factor_registry,24h,0.03779698,0.03779698,31.7274,17780,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 LOW4: Ref(low,4) / close; four-bar lagged low normalized by current close from Alpha158 price feature block"
q158_low_close_4h,alpha158_price,conditional,factor_registry,72h,0.02993031,0.02993031,26.4091,17732,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 LOW4: Ref(low,4) / close; four-bar lagged low normalized by current close from Alpha158 price feature block"
q158_close_close_4h,alpha158_price,conditional,factor_registry,1h,0.03239467,0.03239467,26.7809,17802,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 CLOSE4: Ref(close,4) / close; four-bar lagged close normalized by current close from Alpha158 price feature block"
q158_close_close_4h,alpha158_price,conditional,factor_registry,4h,0.03223471,0.03223471,26.8941,17800,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 CLOSE4: Ref(close,4) / close; four-bar lagged close normalized by current close from Alpha158 price feature block"
q158_close_close_4h,alpha158_price,conditional,factor_registry,24h,0.01918861,0.01918861,16.1308,17780,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 CLOSE4: Ref(close,4) / close; four-bar lagged close normalized by current close from Alpha158 price feature block"
q158_close_close_4h,alpha158_price,conditional,factor_registry,72h,0.00948689,0.00948689,8.417,17732,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 CLOSE4: Ref(close,4) / close; four-bar lagged close normalized by current close from Alpha158 price feature block"
