factor_name,category,expected_direction,direction_source,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,t_stat,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,notes
q158_sump_20h,alpha158_rolling_direction,positive,factor_registry,1h,-0.02099542,-0.02099542,-20.7765,17786,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 SUMP20: Sum(max(close-Ref(close,1),0),20)/(Sum(abs(close-Ref(close,1)),20)+eps); positive close-move share"
q158_sump_20h,alpha158_rolling_direction,positive,factor_registry,4h,-0.02674994,-0.02674994,-25.5395,17784,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 SUMP20: Sum(max(close-Ref(close,1),0),20)/(Sum(abs(close-Ref(close,1)),20)+eps); positive close-move share"
q158_sump_20h,alpha158_rolling_direction,positive,factor_registry,24h,-0.02295524,-0.02295524,-21.6726,17764,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 SUMP20: Sum(max(close-Ref(close,1),0),20)/(Sum(abs(close-Ref(close,1)),20)+eps); positive close-move share"
q158_sump_20h,alpha158_rolling_direction,positive,factor_registry,72h,-0.01428591,-0.01428591,-14.4531,17716,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 SUMP20: Sum(max(close-Ref(close,1),0),20)/(Sum(abs(close-Ref(close,1)),20)+eps); positive close-move share"
q158_sumn_20h,alpha158_rolling_direction,negative,factor_registry,1h,0.0206682,-0.0206682,20.2302,17786,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 SUMN20: Sum(max(Ref(close,1)-close,0),20)/(Sum(abs(close-Ref(close,1)),20)+eps); negative close-move share"
q158_sumn_20h,alpha158_rolling_direction,negative,factor_registry,4h,0.02631445,-0.02631445,24.8416,17784,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 SUMN20: Sum(max(Ref(close,1)-close,0),20)/(Sum(abs(close-Ref(close,1)),20)+eps); negative close-move share"
q158_sumn_20h,alpha158_rolling_direction,negative,factor_registry,24h,0.02197589,-0.02197589,20.5575,17764,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 SUMN20: Sum(max(Ref(close,1)-close,0),20)/(Sum(abs(close-Ref(close,1)),20)+eps); negative close-move share"
q158_sumn_20h,alpha158_rolling_direction,negative,factor_registry,72h,0.01254084,-0.01254084,12.5859,17716,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 SUMN20: Sum(max(Ref(close,1)-close,0),20)/(Sum(abs(close-Ref(close,1)),20)+eps); negative close-move share"
q158_vma_20h,alpha158_rolling_volume,conditional,factor_registry,1h,0.00722455,0.00722455,8.538,17787,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 VMA20: Mean(volume,20)/(volume+eps); rolling average volume normalized by current volume"
q158_vma_20h,alpha158_rolling_volume,conditional,factor_registry,4h,0.00704732,0.00704732,8.342,17785,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 VMA20: Mean(volume,20)/(volume+eps); rolling average volume normalized by current volume"
q158_vma_20h,alpha158_rolling_volume,conditional,factor_registry,24h,0.00420428,0.00420428,5.075,17765,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 VMA20: Mean(volume,20)/(volume+eps); rolling average volume normalized by current volume"
q158_vma_20h,alpha158_rolling_volume,conditional,factor_registry,72h,0.00227133,0.00227133,2.8265,17717,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 VMA20: Mean(volume,20)/(volume+eps); rolling average volume normalized by current volume"
q158_vstd_20h,alpha158_rolling_volume,conditional,factor_registry,1h,0.00667041,0.00667041,8.0277,17787,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 VSTD20: Std(volume,20)/(volume+eps); rolling volume dispersion normalized by current volume"
q158_vstd_20h,alpha158_rolling_volume,conditional,factor_registry,4h,0.00620946,0.00620946,7.4602,17785,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 VSTD20: Std(volume,20)/(volume+eps); rolling volume dispersion normalized by current volume"
q158_vstd_20h,alpha158_rolling_volume,conditional,factor_registry,24h,0.00570091,0.00570091,6.9632,17765,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 VSTD20: Std(volume,20)/(volume+eps); rolling volume dispersion normalized by current volume"
q158_vstd_20h,alpha158_rolling_volume,conditional,factor_registry,72h,0.0062964,0.0062964,7.854,17717,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 VSTD20: Std(volume,20)/(volume+eps); rolling volume dispersion normalized by current volume"
q158_wvma_20h,alpha158_rolling_volume,negative,factor_registry,1h,-0.00252618,0.00252618,-3.1447,17786,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 WVMA20: Std(abs(close/Ref(close,1)-1)*volume,20)/(Mean(abs(close/Ref(close,1)-1)*volume,20)+eps); volume-weighted absolute-return volatility ratio"
q158_wvma_20h,alpha158_rolling_volume,negative,factor_registry,4h,-0.00443001,0.00443001,-5.3724,17784,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 WVMA20: Std(abs(close/Ref(close,1)-1)*volume,20)/(Mean(abs(close/Ref(close,1)-1)*volume,20)+eps); volume-weighted absolute-return volatility ratio"
q158_wvma_20h,alpha158_rolling_volume,negative,factor_registry,24h,-0.00432618,0.00432618,-5.2859,17764,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 WVMA20: Std(abs(close/Ref(close,1)-1)*volume,20)/(Mean(abs(close/Ref(close,1)-1)*volume,20)+eps); volume-weighted absolute-return volatility ratio"
q158_wvma_20h,alpha158_rolling_volume,negative,factor_registry,72h,-0.00358538,0.00358538,-4.4619,17716,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 WVMA20: Std(abs(close/Ref(close,1)-1)*volume,20)/(Mean(abs(close/Ref(close,1)-1)*volume,20)+eps); volume-weighted absolute-return volatility ratio"
q158_vsump_20h,alpha158_rolling_volume,conditional,factor_registry,1h,-0.0060585,-0.0060585,-7.1439,17786,186.1,3310939,0.001604,False,DIRECTION_UNKNOWN,"Alpha158 VSUMP20: Sum(max(volume-Ref(volume,1),0),20)/(Sum(abs(volume-Ref(volume,1)),20)+eps); positive volume-change share"
