factor_name,category,expected_direction,direction_source,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,t_stat,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,notes
q158_ma_10h,alpha158_rolling_price,conditional,factor_registry,1h,0.03520768,0.03520768,28.7454,17797,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"Alpha158 MA10: Mean(close,10) / close; 1h adaptation of medium-short rolling average normalized by current close"
q158_ma_10h,alpha158_rolling_price,conditional,factor_registry,4h,0.03544808,0.03544808,28.9983,17795,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"Alpha158 MA10: Mean(close,10) / close; 1h adaptation of medium-short rolling average normalized by current close"
q158_ma_10h,alpha158_rolling_price,conditional,factor_registry,24h,0.02367516,0.02367516,19.2991,17775,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"Alpha158 MA10: Mean(close,10) / close; 1h adaptation of medium-short rolling average normalized by current close"
q158_ma_10h,alpha158_rolling_price,conditional,factor_registry,72h,0.01076377,0.01076377,9.291,17727,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"Alpha158 MA10: Mean(close,10) / close; 1h adaptation of medium-short rolling average normalized by current close"
q158_std_10h,alpha158_rolling_price,negative,factor_registry,1h,-0.03078078,0.03078078,-21.3987,17797,186.2,3313865,0.000722,False,COMPUTED,"Alpha158 STD10: Std(close,10) / close; medium-short rolling close dispersion normalized by current close"
q158_std_10h,alpha158_rolling_price,negative,factor_registry,4h,-0.04393344,0.04393344,-30.7757,17795,186.2,3313865,0.000722,False,COMPUTED,"Alpha158 STD10: Std(close,10) / close; medium-short rolling close dispersion normalized by current close"
q158_std_10h,alpha158_rolling_price,negative,factor_registry,24h,-0.06796443,0.06796443,-47.3623,17775,186.2,3313865,0.000722,False,COMPUTED,"Alpha158 STD10: Std(close,10) / close; medium-short rolling close dispersion normalized by current close"
q158_std_10h,alpha158_rolling_price,negative,factor_registry,72h,-0.08088611,0.08088611,-58.568,17727,186.2,3313865,0.000722,False,COMPUTED,"Alpha158 STD10: Std(close,10) / close; medium-short rolling close dispersion normalized by current close"
q158_max_10h,alpha158_rolling_price,conditional,factor_registry,1h,-0.00302233,-0.00302233,-2.2104,17797,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"Alpha158 MAX10: Max(high,10) / close; medium-short rolling high normalized by current close"
q158_max_10h,alpha158_rolling_price,conditional,factor_registry,4h,-0.01551551,-0.01551551,-11.4448,17795,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"Alpha158 MAX10: Max(high,10) / close; medium-short rolling high normalized by current close"
q158_max_10h,alpha158_rolling_price,conditional,factor_registry,24h,-0.0465666,-0.0465666,-34.6697,17775,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"Alpha158 MAX10: Max(high,10) / close; medium-short rolling high normalized by current close"
q158_max_10h,alpha158_rolling_price,conditional,factor_registry,72h,-0.06274187,-0.06274187,-48.6948,17727,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"Alpha158 MAX10: Max(high,10) / close; medium-short rolling high normalized by current close"
q158_min_10h,alpha158_rolling_price,conditional,factor_registry,1h,0.04742378,0.04742378,39.2887,17797,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"Alpha158 MIN10: Min(low,10) / close; medium-short rolling low normalized by current close"
q158_min_10h,alpha158_rolling_price,conditional,factor_registry,4h,0.05521836,0.05521836,45.81,17795,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"Alpha158 MIN10: Min(low,10) / close; medium-short rolling low normalized by current close"
q158_min_10h,alpha158_rolling_price,conditional,factor_registry,24h,0.06547855,0.06547855,52.7011,17775,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"Alpha158 MIN10: Min(low,10) / close; medium-short rolling low normalized by current close"
q158_min_10h,alpha158_rolling_price,conditional,factor_registry,72h,0.06707972,0.06707972,55.7304,17727,186.2,3313865,0.000722,False,DIRECTION_UNKNOWN,"Alpha158 MIN10: Min(low,10) / close; medium-short rolling low normalized by current close"
