signal_id,symbol,side,mode,signal_ts,signal_confirmed_at,bar_key,entry_ts,entry_price,entry_fee_bps,entry_maker,paper_trade_state,status,exit_ts,exit_price,exit_reason,mark_ts,mark_price,gross_ret,net_ret,mark_gross_ret,mark_net_ret,paper_effective_gross_ret,paper_effective_net_ret,hold_minutes,target_hit,stop_hit,timeout_hit,same_bar_conflict,barrier_type,atr14,tp_atr_mult,sl_atr_mult,timeout_15m,max_concurrent_positions,exit_monitor_interval_minutes,trade_ts,notional_usdt,live_like_pnl_usdt,effective_net_ret,month
rank32b-suiusdt-17d0212a79b6a893,SUIUSDT,short,official_close,2025-04-06T01:30:00Z,2025-04-06T01:45:00Z,SUIUSDT|2025-04-06T01:30:00Z,2025-04-06T01:45:00Z,2.2049,6.0,0,closed,realized,2025-04-06T03:03:59Z,2.1831375,target_1m,,,0.009870062134337165,0.00865858161299804,,,0.009870062134337165,0.00865858161299804,78,1,0,0,0,atr,0.012435714285714264,1.75,1.0,8,3,1,2025-04-06T03:03:59Z,100.0,0.865858161299804,0.00865858161299804,2025-04
rank32b-pippinusdt-cb8d9d030a7b034f,PIPPINUSDT,short,official_close,2025-04-06T07:30:00Z,2025-04-06T07:45:00Z,PIPPINUSDT|2025-04-06T07:30:00Z,2025-04-06T07:45:00Z,0.01184,6.0,0,closed,realized,2025-04-06T08:03:59Z,0.01191,stop_1m,,,-0.005912162162162282,-0.007104709695946121,,,-0.005912162162162282,-0.007104709695946121,18,0,1,0,0,atr,7.000000000000012e-05,1.75,1.0,8,3,1,2025-04-06T08:03:59Z,40.0,-0.28418838783784484,-0.007104709695946121,2025-04
rank32b-pippinusdt-efbceee9238d78c3,PIPPINUSDT,short,official_close,2025-04-06T10:00:00Z,2025-04-06T10:15:00Z,PIPPINUSDT|2025-04-06T10:00:00Z,2025-04-06T10:15:00Z,0.01185,6.0,0,closed,realized,2025-04-06T10:32:59Z,0.01171125,target_1m,,,0.011708860759493622,0.010495174341771829,,,0.011708860759493622,0.010495174341771829,17,1,0,0,0,atr,7.928571428571465e-05,1.75,1.0,8,3,1,2025-04-06T10:32:59Z,40.0,0.41980697367087316,0.010495174341771829,2025-04
rank32b-zecusdt-c90ae546ac4ffd3c,ZECUSDT,short,official_close,2025-04-06T18:30:00Z,2025-04-06T18:45:00Z,ZECUSDT|2025-04-06T18:30:00Z,2025-04-06T18:45:00Z,37.55,6.0,0,closed,realized,2025-04-06T19:00:59Z,36.942499999999995,target_1m,,,0.01617842876165121,0.014959380471371464,,,0.01617842876165121,0.014959380471371464,15,1,0,0,0,atr,0.3471428571428576,1.75,1.0,8,3,1,2025-04-06T19:00:59Z,100.0,1.4959380471371464,0.014959380471371464,2025-04
rank32b-fartcoinusdt-afe14758002e1a7c,FARTCOINUSDT,short,official_close,2025-04-06T22:30:00Z,2025-04-06T22:45:00Z,FARTCOINUSDT|2025-04-06T22:30:00Z,2025-04-06T22:45:00Z,0.4464,6.0,0,closed,realized,2025-04-06T23:03:59Z,0.4255375,target_1m,,,0.04673499103942658,0.0454792858747759,,,0.04673499103942658,0.0454792858747759,18,1,0,0,0,atr,0.011921428571428574,1.75,1.0,8,3,1,2025-04-06T23:03:59Z,40.0,1.819171434991036,0.0454792858747759,2025-04
rank32b-fartcoinusdt-a5a2de8047de75a8,FARTCOINUSDT,short,official_close,2025-04-07T03:30:00Z,2025-04-07T03:45:00Z,FARTCOINUSDT|2025-04-07T03:30:00Z,2025-04-07T03:45:00Z,0.4464,6.0,0,closed,realized,2025-04-07T05:45:59Z,0.4484,timeout_1m,,,-0.0044802867383513245,-0.0056745520071687094,,,-0.0044802867383513245,-0.0056745520071687094,120,0,0,1,0,atr,0.013135714285714282,1.75,1.0,8,3,1,2025-04-07T05:45:59Z,40.0,-0.22698208028674838,-0.0056745520071687094,2025-04
rank32b-actusdt-9fcd8979cd74d372,ACTUSDT,short,official_close,2025-04-07T06:15:00Z,2025-04-07T06:30:00Z,ACTUSDT|2025-04-07T06:15:00Z,2025-04-07T06:30:00Z,0.05286,6.0,0,closed,realized,2025-04-07T06:43:59Z,0.05152374999999999,target_1m,,,0.025279038970866474,0.024049073224555295,,,0.025279038970866474,0.024049073224555295,13,1,0,0,0,atr,0.0007635714285714289,1.75,1.0,8,3,1,2025-04-07T06:43:59Z,40.0,0.9619629289822118,0.024049073224555295,2025-04
rank32b-pippinusdt-4ac3e20c06abd04d,PIPPINUSDT,short,official_close,2025-04-07T11:30:00Z,2025-04-07T11:45:00Z,PIPPINUSDT|2025-04-07T11:30:00Z,2025-04-07T11:45:00Z,0.01052,6.0,0,closed,realized,2025-04-07T12:26:59Z,0.0107,stop_1m,,,-0.017110266159695797,-0.018289380000000133,,,-0.017110266159695797,-0.018289380000000133,41,0,1,0,0,atr,0.0001800000000000001,1.75,1.0,8,3,1,2025-04-07T12:26:59Z,40.0,-0.7315752000000053,-0.018289380000000133,2025-04
rank32b-brettusdt-257067e6867f87af,BRETTUSDT,short,official_close,2025-04-07T12:30:00Z,2025-04-07T12:45:00Z,BRETTUSDT|2025-04-07T12:30:00Z,2025-04-07T12:45:00Z,0.02519,6.0,0,closed,realized,2025-04-07T13:51:59Z,0.025604285714285715,stop_1m,,,-0.016446435660409486,-0.01762634585833389,,,-0.016446435660409486,-0.01762634585833389,66,0,1,0,0,atr,0.00041428571428571453,1.75,1.0,8,3,1,2025-04-07T13:51:59Z,40.0,-0.7050538343333557,-0.01762634585833389,2025-04
rank32b-ethusdt-876f6e79b05d3b65,ETHUSDT,short,official_close,2025-04-07T15:00:00Z,2025-04-07T15:15:00Z,ETHUSDT|2025-04-07T15:00:00Z,2025-04-07T15:15:00Z,1548.06,6.0,0,closed,realized,2025-04-07T17:15:59Z,1552.38,timeout_1m,,,-0.0027905895120345914,-0.0039868818092324565,,,-0.0027905895120345914,-0.0039868818092324565,120,0,0,1,0,atr,35.65999999999998,1.75,1.0,8,3,1,2025-04-07T17:15:59Z,100.0,-0.39868818092324565,-0.0039868818092324565,2025-04
