factor_name,category,expected_direction,direction_source,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,t_stat,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,notes
q158_volume_ratio_1h,alpha158_volume,conditional,factor_registry,1h,0.00339198,0.00339198,4.5166,17804,186.2,3315993,8e-05,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME1: Ref(volume,1)/(volume+1e-12); previous volume normalized by current volume from Alpha158 volume feature block"
q158_volume_ratio_1h,alpha158_volume,conditional,factor_registry,4h,0.00328401,0.00328401,4.3892,17802,186.2,3315993,8e-05,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME1: Ref(volume,1)/(volume+1e-12); previous volume normalized by current volume from Alpha158 volume feature block"
q158_volume_ratio_1h,alpha158_volume,conditional,factor_registry,24h,2.192e-05,2.192e-05,0.0293,17782,186.2,3315993,8e-05,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME1: Ref(volume,1)/(volume+1e-12); previous volume normalized by current volume from Alpha158 volume feature block"
q158_volume_ratio_1h,alpha158_volume,conditional,factor_registry,72h,-0.00119884,-0.00119884,-1.6367,17734,186.2,3315993,8e-05,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME1: Ref(volume,1)/(volume+1e-12); previous volume normalized by current volume from Alpha158 volume feature block"
q158_volume_ratio_2h,alpha158_volume,conditional,factor_registry,1h,0.00446879,0.00446879,5.7119,17803,186.2,3315727,0.00016,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME2: Ref(volume,2)/(volume+1e-12); two-bar lagged volume normalized by current volume from Alpha158 volume feature block"
q158_volume_ratio_2h,alpha158_volume,conditional,factor_registry,4h,0.00492837,0.00492837,6.3423,17801,186.2,3315727,0.00016,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME2: Ref(volume,2)/(volume+1e-12); two-bar lagged volume normalized by current volume from Alpha158 volume feature block"
q158_volume_ratio_2h,alpha158_volume,conditional,factor_registry,24h,0.00060302,0.00060302,0.7756,17781,186.2,3315727,0.00016,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME2: Ref(volume,2)/(volume+1e-12); two-bar lagged volume normalized by current volume from Alpha158 volume feature block"
q158_volume_ratio_2h,alpha158_volume,conditional,factor_registry,72h,-0.00072698,-0.00072698,-0.9607,17733,186.2,3315727,0.00016,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME2: Ref(volume,2)/(volume+1e-12); two-bar lagged volume normalized by current volume from Alpha158 volume feature block"
q158_volume_ratio_3h,alpha158_volume,conditional,factor_registry,1h,0.00510014,0.00510014,6.4356,17802,186.2,3315461,0.000241,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME3: Ref(volume,3)/(volume+1e-12); three-bar lagged volume normalized by current volume from Alpha158 volume feature block"
q158_volume_ratio_3h,alpha158_volume,conditional,factor_registry,4h,0.00654671,0.00654671,8.2502,17800,186.2,3315461,0.000241,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME3: Ref(volume,3)/(volume+1e-12); three-bar lagged volume normalized by current volume from Alpha158 volume feature block"
q158_volume_ratio_3h,alpha158_volume,conditional,factor_registry,24h,0.00097018,0.00097018,1.2267,17780,186.2,3315461,0.000241,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME3: Ref(volume,3)/(volume+1e-12); three-bar lagged volume normalized by current volume from Alpha158 volume feature block"
q158_volume_ratio_3h,alpha158_volume,conditional,factor_registry,72h,-0.00050536,-0.00050536,-0.6536,17732,186.2,3315461,0.000241,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME3: Ref(volume,3)/(volume+1e-12); three-bar lagged volume normalized by current volume from Alpha158 volume feature block"
q158_volume_ratio_4h,alpha158_volume,conditional,factor_registry,1h,0.00652875,0.00652875,8.1014,17801,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME4: Ref(volume,4)/(volume+1e-12); four-bar lagged volume normalized by current volume from Alpha158 volume feature block"
q158_volume_ratio_4h,alpha158_volume,conditional,factor_registry,4h,0.00687462,0.00687462,8.5228,17799,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME4: Ref(volume,4)/(volume+1e-12); four-bar lagged volume normalized by current volume from Alpha158 volume feature block"
q158_volume_ratio_4h,alpha158_volume,conditional,factor_registry,24h,0.00141045,0.00141045,1.7675,17779,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME4: Ref(volume,4)/(volume+1e-12); four-bar lagged volume normalized by current volume from Alpha158 volume feature block"
q158_volume_ratio_4h,alpha158_volume,conditional,factor_registry,72h,0.0001306,0.0001306,0.1682,17731,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME4: Ref(volume,4)/(volume+1e-12); four-bar lagged volume normalized by current volume from Alpha158 volume feature block"
