factor_name,category,expected_direction,direction_source,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,t_stat,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,notes
wq101_alpha29,wq101,conditional,factor_registry,1h,0.00728415,0.00728415,8.5045,17795,186.2,3313300,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#29: nested close-delta rank scale plus ts_rank(delay(-returns,6),5); panel rank semantics preserved"
wq101_alpha29,wq101,conditional,factor_registry,4h,0.01168478,0.01168478,13.2638,17793,186.2,3313300,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#29: nested close-delta rank scale plus ts_rank(delay(-returns,6),5); panel rank semantics preserved"
wq101_alpha29,wq101,conditional,factor_registry,24h,0.00590621,0.00590621,6.4971,17773,186.2,3313300,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#29: nested close-delta rank scale plus ts_rank(delay(-returns,6),5); panel rank semantics preserved"
wq101_alpha29,wq101,conditional,factor_registry,72h,-0.0013343,-0.0013343,-1.5036,17725,186.2,3313300,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#29: nested close-delta rank scale plus ts_rank(delay(-returns,6),5); panel rank semantics preserved"
wq101_alpha31,wq101,conditional,factor_registry,1h,0.00615513,0.00615513,7.6249,17776,185.6,3299292,0.004228,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#31: triple-ranked decayed close-delta branch plus short delta rank and sign(scale(correlation(adv20,low,12)))"
wq101_alpha31,wq101,conditional,factor_registry,4h,0.0064566,0.0064566,7.8323,17774,185.6,3299292,0.004228,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#31: triple-ranked decayed close-delta branch plus short delta rank and sign(scale(correlation(adv20,low,12)))"
wq101_alpha31,wq101,conditional,factor_registry,24h,-0.0063232,-0.0063232,-7.5425,17754,185.6,3299292,0.004228,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#31: triple-ranked decayed close-delta branch plus short delta rank and sign(scale(correlation(adv20,low,12)))"
wq101_alpha31,wq101,conditional,factor_registry,72h,-0.01157381,-0.01157381,-14.5952,17706,185.6,3299292,0.004228,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#31: triple-ranked decayed close-delta branch plus short delta rank and sign(scale(correlation(adv20,low,12)))"
wq101_alpha36,wq101,conditional,factor_registry,1h,0.01311715,0.01311715,16.6343,17606,184.8,3253684,0.017993,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#36: weighted blend of candle/volume correlation, return rank, VWAP/ADV correlation, and close mean state"
wq101_alpha36,wq101,conditional,factor_registry,4h,0.01703736,0.01703736,21.5456,17604,184.8,3253684,0.017993,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#36: weighted blend of candle/volume correlation, return rank, VWAP/ADV correlation, and close mean state"
wq101_alpha36,wq101,conditional,factor_registry,24h,0.01785821,0.01785821,22.348,17584,184.8,3253684,0.017993,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#36: weighted blend of candle/volume correlation, return rank, VWAP/ADV correlation, and close mean state"
wq101_alpha36,wq101,conditional,factor_registry,72h,0.01414449,0.01414449,17.9732,17536,184.8,3253684,0.017993,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#36: weighted blend of candle/volume correlation, return rank, VWAP/ADV correlation, and close mean state"
wq101_alpha39,wq101,conditional,factor_registry,1h,0.01421262,0.01421262,15.5363,17556,184.5,3240142,0.02208,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#39: -rank(delta(close,7)*(1-rank(decay_linear(volume/adv20,9))))*(1+rank(sum(returns,250)))"
wq101_alpha39,wq101,conditional,factor_registry,4h,0.01844399,0.01844399,19.8025,17554,184.5,3240142,0.02208,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#39: -rank(delta(close,7)*(1-rank(decay_linear(volume/adv20,9))))*(1+rank(sum(returns,250)))"
wq101_alpha39,wq101,conditional,factor_registry,24h,0.013143,0.013143,13.4519,17534,184.5,3240142,0.02208,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#39: -rank(delta(close,7)*(1-rank(decay_linear(volume/adv20,9))))*(1+rank(sum(returns,250)))"
wq101_alpha39,wq101,conditional,factor_registry,72h,0.00506697,0.00506697,5.3729,17486,184.5,3240142,0.02208,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#39: -rank(delta(close,7)*(1-rank(decay_linear(volume/adv20,9))))*(1+rank(sum(returns,250)))"
wq101_alpha57,wq101,conditional,factor_registry,1h,0.02079647,0.02079647,23.919,17775,185.6,3299143,0.004273,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#57: -(close-vwap)/decay_linear(rank(ts_argmax(close,30)),2); vwap derived from quote_volume/volume"
wq101_alpha57,wq101,conditional,factor_registry,4h,0.01416133,0.01416133,16.1637,17773,185.6,3299143,0.004273,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#57: -(close-vwap)/decay_linear(rank(ts_argmax(close,30)),2); vwap derived from quote_volume/volume"
wq101_alpha57,wq101,conditional,factor_registry,24h,0.0035428,0.0035428,4.0181,17753,185.6,3299143,0.004273,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#57: -(close-vwap)/decay_linear(rank(ts_argmax(close,30)),2); vwap derived from quote_volume/volume"
wq101_alpha57,wq101,conditional,factor_registry,72h,-0.00020529,-0.00020529,-0.2365,17705,185.6,3299143,0.004273,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#57: -(close-vwap)/decay_linear(rank(ts_argmax(close,30)),2); vwap derived from quote_volume/volume"
