timestamp,symbol,signal_value,signal_rank,signal_percentile,side_label,raw_weight,diagnostic_weight,quote_volume,notional_volume,liquidity_status,notes
2026-06-13 00:00:00+00:00,NXPCUSDT,1.2648283316174662,-1,0.0,EXCLUDED_NO_LIQUIDITY,0.0,0.0,0.0,0.0,DATA_MISSING,excluded_no_liquidity
2026-06-13 00:00:00+00:00,HBARUSDT,1.2557612869457901,-1,0.0,EXCLUDED_NO_LIQUIDITY,0.0,0.0,0.0,0.0,DATA_MISSING,excluded_no_liquidity
2026-06-13 00:00:00+00:00,FETUSDT,1.2401274750582238,-1,0.0,EXCLUDED_NO_LIQUIDITY,0.0,0.0,0.0,0.0,DATA_MISSING,excluded_no_liquidity
2026-06-13 00:00:00+00:00,DASHUSDT,1.2226857801298257,-1,0.0,EXCLUDED_NO_LIQUIDITY,0.0,0.0,0.0,0.0,DATA_MISSING,excluded_no_liquidity
2026-06-13 00:00:00+00:00,BIOUSDT,1.1856460292790953,-1,0.0,EXCLUDED_NO_LIQUIDITY,0.0,0.0,0.0,0.0,DATA_MISSING,excluded_no_liquidity
2026-06-13 00:00:00+00:00,TRBUSDT,1.174055125000978,-1,0.0,EXCLUDED_NO_LIQUIDITY,0.0,0.0,0.0,0.0,DATA_MISSING,excluded_no_liquidity
2026-06-13 00:00:00+00:00,BABYUSDT,1.1320420836210987,-1,0.0,EXCLUDED_NO_LIQUIDITY,0.0,0.0,0.0,0.0,DATA_MISSING,excluded_no_liquidity
2026-06-13 00:00:00+00:00,SPELLUSDT,1.128644790221573,-1,0.0,EXCLUDED_NO_LIQUIDITY,0.0,0.0,0.0,0.0,DATA_MISSING,excluded_no_liquidity
2026-06-13 00:00:00+00:00,BCHUSDT,1.0868337657921086,1,1.0,UPPER_SIDE,0.0625,0.0625,4666983.910965,4666983.910965,AVAILABLE,
2026-06-13 00:00:00+00:00,CAKEUSDT,1.0766628555320208,-1,0.0,EXCLUDED_NO_LIQUIDITY,0.0,0.0,0.0,0.0,DATA_MISSING,excluded_no_liquidity
2026-06-13 00:00:00+00:00,CHIPUSDT,1.0734351796913475,-1,0.0,EXCLUDED_NO_LIQUIDITY,0.0,0.0,0.0,0.0,DATA_MISSING,excluded_no_liquidity
2026-06-13 00:00:00+00:00,PUMPBTCUSDT,1.063515672719328,-1,0.0,EXCLUDED_NO_LIQUIDITY,0.0,0.0,0.0,0.0,DATA_MISSING,excluded_no_liquidity
2026-06-13 00:00:00+00:00,LDOUSDT,1.0568297389373815,-1,0.0,EXCLUDED_NO_LIQUIDITY,0.0,0.0,0.0,0.0,DATA_MISSING,excluded_no_liquidity
2026-06-13 00:00:00+00:00,INJUSDT,1.0564296922618488,2,0.9767441860465116,UPPER_SIDE,0.0625,0.0625,2573326.3216,2573326.3216,AVAILABLE,
2026-06-13 00:00:00+00:00,MONUSDT,1.0559187614238206,-1,0.0,EXCLUDED_NO_LIQUIDITY,0.0,0.0,0.0,0.0,DATA_MISSING,excluded_no_liquidity
2026-06-13 00:00:00+00:00,ONTUSDT,1.04335338215311,-1,0.0,EXCLUDED_NO_LIQUIDITY,0.0,0.0,0.0,0.0,DATA_MISSING,excluded_no_liquidity
2026-06-13 00:00:00+00:00,1000RATSUSDT,1.043154620999638,-1,0.0,EXCLUDED_NO_LIQUIDITY,0.0,0.0,0.0,0.0,DATA_MISSING,excluded_no_liquidity
2026-06-13 00:00:00+00:00,DUSKUSDT,1.0388779425360481,-1,0.0,EXCLUDED_NO_LIQUIDITY,0.0,0.0,0.0,0.0,DATA_MISSING,excluded_no_liquidity
