factor_name,category,expected_direction,direction_source,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,t_stat,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,notes
q158_roc_20h,alpha158_rolling_price,conditional,factor_registry,1h,0.02275797,0.02275797,18.9937,17786,186.1,3310939,0.001604,False,DIRECTION_UNKNOWN,"Alpha158 ROC20: Ref(close,20) / close; 1h adaptation of 20-bar rate-of-change ratio"
q158_roc_20h,alpha158_rolling_price,conditional,factor_registry,4h,0.0300299,0.0300299,24.3102,17784,186.1,3310939,0.001604,False,DIRECTION_UNKNOWN,"Alpha158 ROC20: Ref(close,20) / close; 1h adaptation of 20-bar rate-of-change ratio"
q158_roc_20h,alpha158_rolling_price,conditional,factor_registry,24h,0.0297449,0.0297449,23.8853,17764,186.1,3310939,0.001604,False,DIRECTION_UNKNOWN,"Alpha158 ROC20: Ref(close,20) / close; 1h adaptation of 20-bar rate-of-change ratio"
q158_roc_20h,alpha158_rolling_price,conditional,factor_registry,72h,0.01902452,0.01902452,15.9487,17716,186.1,3310939,0.001604,False,DIRECTION_UNKNOWN,"Alpha158 ROC20: Ref(close,20) / close; 1h adaptation of 20-bar rate-of-change ratio"
q158_ma_20h,alpha158_rolling_price,conditional,factor_registry,1h,0.03038003,0.03038003,24.8571,17787,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 MA20: Mean(close,20) / close; rolling average normalized by current close"
q158_ma_20h,alpha158_rolling_price,conditional,factor_registry,4h,0.03481529,0.03481529,28.0088,17785,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 MA20: Mean(close,20) / close; rolling average normalized by current close"
q158_ma_20h,alpha158_rolling_price,conditional,factor_registry,24h,0.02993442,0.02993442,23.6985,17765,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 MA20: Mean(close,20) / close; rolling average normalized by current close"
q158_ma_20h,alpha158_rolling_price,conditional,factor_registry,72h,0.01545961,0.01545961,12.987,17717,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 MA20: Mean(close,20) / close; rolling average normalized by current close"
q158_std_20h,alpha158_rolling_price,negative,factor_registry,1h,-0.02913147,0.02913147,-20.584,17787,186.1,3311205,0.001524,False,COMPUTED,"Alpha158 STD20: Std(close,20) / close; rolling close dispersion normalized by current close"
q158_std_20h,alpha158_rolling_price,negative,factor_registry,4h,-0.04242109,0.04242109,-29.9448,17785,186.1,3311205,0.001524,False,COMPUTED,"Alpha158 STD20: Std(close,20) / close; rolling close dispersion normalized by current close"
q158_std_20h,alpha158_rolling_price,negative,factor_registry,24h,-0.06830648,0.06830648,-47.2979,17765,186.1,3311205,0.001524,False,COMPUTED,"Alpha158 STD20: Std(close,20) / close; rolling close dispersion normalized by current close"
q158_std_20h,alpha158_rolling_price,negative,factor_registry,72h,-0.08279118,0.08279118,-59.0156,17717,186.1,3311205,0.001524,False,COMPUTED,"Alpha158 STD20: Std(close,20) / close; rolling close dispersion normalized by current close"
q158_max_20h,alpha158_rolling_price,conditional,factor_registry,1h,-0.00516702,-0.00516702,-3.7797,17787,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 MAX20: Max(high,20) / close; rolling high normalized by current close"
q158_max_20h,alpha158_rolling_price,conditional,factor_registry,4h,-0.01559577,-0.01559577,-11.3046,17785,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 MAX20: Max(high,20) / close; rolling high normalized by current close"
q158_max_20h,alpha158_rolling_price,conditional,factor_registry,24h,-0.04422862,-0.04422862,-32.0543,17765,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 MAX20: Max(high,20) / close; rolling high normalized by current close"
q158_max_20h,alpha158_rolling_price,conditional,factor_registry,72h,-0.06299196,-0.06299196,-47.9056,17717,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 MAX20: Max(high,20) / close; rolling high normalized by current close"
q158_min_20h,alpha158_rolling_price,conditional,factor_registry,1h,0.04451269,0.04451269,37.5109,17787,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 MIN20: Min(low,20) / close; rolling low normalized by current close"
q158_min_20h,alpha158_rolling_price,conditional,factor_registry,4h,0.05472268,0.05472268,46.1684,17785,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 MIN20: Min(low,20) / close; rolling low normalized by current close"
q158_min_20h,alpha158_rolling_price,conditional,factor_registry,24h,0.06682424,0.06682424,54.8047,17765,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 MIN20: Min(low,20) / close; rolling low normalized by current close"
q158_min_20h,alpha158_rolling_price,conditional,factor_registry,72h,0.06744465,0.06744465,56.2966,17717,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 MIN20: Min(low,20) / close; rolling low normalized by current close"
q158_cntd_20h,alpha158_rolling_direction,positive,factor_registry,1h,-0.00926641,-0.00926641,-10.8132,17786,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 CNTD20: Mean(close > Ref(close,1),20) - Mean(close < Ref(close,1),20); signed up/down bar balance"
q158_cntd_20h,alpha158_rolling_direction,positive,factor_registry,4h,-0.01119926,-0.01119926,-12.7035,17784,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 CNTD20: Mean(close > Ref(close,1),20) - Mean(close < Ref(close,1),20); signed up/down bar balance"
q158_cntd_20h,alpha158_rolling_direction,positive,factor_registry,24h,-0.00335493,-0.00335493,-3.6968,17764,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 CNTD20: Mean(close > Ref(close,1),20) - Mean(close < Ref(close,1),20); signed up/down bar balance"
q158_cntd_20h,alpha158_rolling_direction,positive,factor_registry,72h,-0.00021716,-0.00021716,-0.254,17716,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 CNTD20: Mean(close > Ref(close,1),20) - Mean(close < Ref(close,1),20); signed up/down bar balance"
q158_corr_20h,alpha158_rolling_volume_price,conditional,factor_registry,1h,-0.02026721,-0.02026721,-22.6817,17787,185.6,3302336,0.004198,False,DIRECTION_UNKNOWN,"Alpha158 CORR20: Corr(close, Log(volume+1),20); rolling price-volume level correlation"
q158_corr_20h,alpha158_rolling_volume_price,conditional,factor_registry,4h,-0.03141562,-0.03141562,-34.684,17785,185.6,3302336,0.004198,False,DIRECTION_UNKNOWN,"Alpha158 CORR20: Corr(close, Log(volume+1),20); rolling price-volume level correlation"
q158_corr_20h,alpha158_rolling_volume_price,conditional,factor_registry,24h,-0.04418339,-0.04418339,-49.1868,17765,185.6,3302336,0.004198,False,DIRECTION_UNKNOWN,"Alpha158 CORR20: Corr(close, Log(volume+1),20); rolling price-volume level correlation"
q158_corr_20h,alpha158_rolling_volume_price,conditional,factor_registry,72h,-0.04186235,-0.04186235,-47.4912,17717,185.6,3302336,0.004198,False,DIRECTION_UNKNOWN,"Alpha158 CORR20: Corr(close, Log(volume+1),20); rolling price-volume level correlation"
q158_cord_20h,alpha158_rolling_volume_price,conditional,factor_registry,1h,-0.02198722,-0.02198722,-25.5756,17766,185.7,3299518,0.005048,False,DIRECTION_UNKNOWN,"Alpha158 CORD20: Corr(close/Ref(close,1), Log(volume/Ref(volume,1)+1),20); rolling return-volume change correlation"
q158_cord_20h,alpha158_rolling_volume_price,conditional,factor_registry,4h,-0.03200471,-0.03200471,-36.5518,17764,185.7,3299518,0.005048,False,DIRECTION_UNKNOWN,"Alpha158 CORD20: Corr(close/Ref(close,1), Log(volume/Ref(volume,1)+1),20); rolling return-volume change correlation"
q158_cord_20h,alpha158_rolling_volume_price,conditional,factor_registry,24h,-0.03973957,-0.03973957,-45.7255,17744,185.7,3299518,0.005048,False,DIRECTION_UNKNOWN,"Alpha158 CORD20: Corr(close/Ref(close,1), Log(volume/Ref(volume,1)+1),20); rolling return-volume change correlation"
q158_cord_20h,alpha158_rolling_volume_price,conditional,factor_registry,72h,-0.03503431,-0.03503431,-41.6062,17696,185.7,3299518,0.005048,False,DIRECTION_UNKNOWN,"Alpha158 CORD20: Corr(close/Ref(close,1), Log(volume/Ref(volume,1)+1),20); rolling return-volume change correlation"
