factor_name,category,expected_direction,direction_source,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,t_stat,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,notes
q158_kmid_open,alpha158_kbar,positive,factor_registry,1h,-0.03655527,-0.03655527,-30.7335,17805,186.2,3316259,0.0,False,COMPUTED,Alpha158 KMID: (close - open) / open; 1h candle body return normalized by open
q158_kmid_open,alpha158_kbar,positive,factor_registry,4h,-0.02817553,-0.02817553,-23.9429,17803,186.2,3316259,0.0,False,COMPUTED,Alpha158 KMID: (close - open) / open; 1h candle body return normalized by open
q158_kmid_open,alpha158_kbar,positive,factor_registry,24h,-0.01195088,-0.01195088,-10.3927,17783,186.2,3316259,0.0,False,COMPUTED,Alpha158 KMID: (close - open) / open; 1h candle body return normalized by open
q158_kmid_open,alpha158_kbar,positive,factor_registry,72h,-0.00454884,-0.00454884,-4.1354,17735,186.2,3316259,0.0,False,COMPUTED,Alpha158 KMID: (close - open) / open; 1h candle body return normalized by open
q158_kmid_range,alpha158_kbar,positive,factor_registry,1h,-0.03113159,-0.03113159,-32.6924,17805,186.2,3316259,0.0,False,COMPUTED,Alpha158 KMID2: (close - open) / (high - low + eps); signed candle body normalized by range
q158_kmid_range,alpha158_kbar,positive,factor_registry,4h,-0.02280385,-0.02280385,-24.1054,17803,186.2,3316259,0.0,False,COMPUTED,Alpha158 KMID2: (close - open) / (high - low + eps); signed candle body normalized by range
q158_kmid_range,alpha158_kbar,positive,factor_registry,24h,-0.01000699,-0.01000699,-10.8445,17783,186.2,3316259,0.0,False,COMPUTED,Alpha158 KMID2: (close - open) / (high - low + eps); signed candle body normalized by range
q158_kmid_range,alpha158_kbar,positive,factor_registry,72h,-0.00407237,-0.00407237,-4.5974,17735,186.2,3316259,0.0,False,COMPUTED,Alpha158 KMID2: (close - open) / (high - low + eps); signed candle body normalized by range
q158_kup_range,alpha158_kbar,negative,factor_registry,1h,0.01002701,-0.01002701,11.9683,17805,186.2,3316259,0.0,False,COMPUTED,"Alpha158 KUP2: (high - max(open, close)) / (high - low + eps); upper shadow normalized by range"
q158_kup_range,alpha158_kbar,negative,factor_registry,4h,0.00356373,-0.00356373,4.2862,17803,186.2,3316259,0.0,False,COMPUTED,"Alpha158 KUP2: (high - max(open, close)) / (high - low + eps); upper shadow normalized by range"
q158_kup_range,alpha158_kbar,negative,factor_registry,24h,-0.0055991,0.0055991,-6.7442,17783,186.2,3316259,0.0,False,COMPUTED,"Alpha158 KUP2: (high - max(open, close)) / (high - low + eps); upper shadow normalized by range"
q158_kup_range,alpha158_kbar,negative,factor_registry,72h,-0.00752243,0.00752243,-9.2523,17735,186.2,3316259,0.0,False,COMPUTED,"Alpha158 KUP2: (high - max(open, close)) / (high - low + eps); upper shadow normalized by range"
q158_klow_range,alpha158_kbar,positive,factor_registry,1h,-0.00612053,-0.00612053,-7.3201,17805,186.2,3316259,0.0,False,COMPUTED,"Alpha158 KLOW2: (min(open, close) - low) / (high - low + eps); lower shadow normalized by range"
q158_klow_range,alpha158_kbar,positive,factor_registry,4h,-0.00037221,-0.00037221,-0.4502,17803,186.2,3316259,0.0,False,COMPUTED,"Alpha158 KLOW2: (min(open, close) - low) / (high - low + eps); lower shadow normalized by range"
q158_klow_range,alpha158_kbar,positive,factor_registry,24h,0.00339233,0.00339233,4.146,17783,186.2,3316259,0.0,False,COMPUTED,"Alpha158 KLOW2: (min(open, close) - low) / (high - low + eps); lower shadow normalized by range"
q158_klow_range,alpha158_kbar,positive,factor_registry,72h,0.00211122,0.00211122,2.6163,17735,186.2,3316259,0.0,False,COMPUTED,"Alpha158 KLOW2: (min(open, close) - low) / (high - low + eps); lower shadow normalized by range"
q158_open_close_0h,alpha158_price,conditional,factor_registry,1h,0.03655526,0.03655526,30.7335,17805,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,Alpha158 OPEN0: open / close; current open normalized by current close from Alpha158 price feature block
q158_open_close_0h,alpha158_price,conditional,factor_registry,4h,0.02817563,0.02817563,23.943,17803,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,Alpha158 OPEN0: open / close; current open normalized by current close from Alpha158 price feature block
q158_open_close_0h,alpha158_price,conditional,factor_registry,24h,0.01195082,0.01195082,10.3927,17783,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,Alpha158 OPEN0: open / close; current open normalized by current close from Alpha158 price feature block
q158_open_close_0h,alpha158_price,conditional,factor_registry,72h,0.00454869,0.00454869,4.1353,17735,186.2,3316259,0.0,False,DIRECTION_UNKNOWN,Alpha158 OPEN0: open / close; current open normalized by current close from Alpha158 price feature block
