factor_name,category,expected_direction,direction_source,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,t_stat,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,notes
q158_rsv_30h,alpha158_rolling,conditional,factor_registry,1h,-0.02007683,-0.02007683,-19.6567,17777,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RSV30: (close - Min(low,30)) / (Max(high,30) - Min(low,30) + eps); 1h adaptation of medium rolling price position"
q158_rsv_30h,alpha158_rolling,conditional,factor_registry,4h,-0.02070369,-0.02070369,-19.5757,17775,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RSV30: (close - Min(low,30)) / (Max(high,30) - Min(low,30) + eps); 1h adaptation of medium rolling price position"
q158_rsv_30h,alpha158_rolling,conditional,factor_registry,24h,-0.01075472,-0.01075472,-10.0905,17755,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RSV30: (close - Min(low,30)) / (Max(high,30) - Min(low,30) + eps); 1h adaptation of medium rolling price position"
q158_rsv_30h,alpha158_rolling,conditional,factor_registry,72h,0.00117377,0.00117377,1.1827,17707,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RSV30: (close - Min(low,30)) / (Max(high,30) - Min(low,30) + eps); 1h adaptation of medium rolling price position"
q158_qtlu_30h,alpha158_rolling,conditional,factor_registry,1h,0.02057334,0.02057334,16.3089,17777,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 QTLU30: Quantile(close,30,0.8) / close; 1h adaptation of medium upper rolling close quantile"
q158_qtlu_30h,alpha158_rolling,conditional,factor_registry,4h,0.02273452,0.02273452,17.5881,17775,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 QTLU30: Quantile(close,30,0.8) / close; 1h adaptation of medium upper rolling close quantile"
q158_qtlu_30h,alpha158_rolling,conditional,factor_registry,24h,0.010752,0.010752,8.2758,17755,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 QTLU30: Quantile(close,30,0.8) / close; 1h adaptation of medium upper rolling close quantile"
q158_qtlu_30h,alpha158_rolling,conditional,factor_registry,72h,-0.00667591,-0.00667591,-5.4748,17707,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 QTLU30: Quantile(close,30,0.8) / close; 1h adaptation of medium upper rolling close quantile"
q158_qtld_30h,alpha158_rolling,conditional,factor_registry,1h,0.03587501,0.03587501,31.1762,17777,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 QTLD30: Quantile(close,30,0.2) / close; 1h adaptation of medium lower rolling close quantile"
q158_qtld_30h,alpha158_rolling,conditional,factor_registry,4h,0.04528649,0.04528649,38.7,17775,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 QTLD30: Quantile(close,30,0.2) / close; 1h adaptation of medium lower rolling close quantile"
q158_qtld_30h,alpha158_rolling,conditional,factor_registry,24h,0.04888856,0.04888856,41.57,17755,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 QTLD30: Quantile(close,30,0.2) / close; 1h adaptation of medium lower rolling close quantile"
q158_qtld_30h,alpha158_rolling,conditional,factor_registry,72h,0.04027354,0.04027354,35.4914,17707,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 QTLD30: Quantile(close,30,0.2) / close; 1h adaptation of medium lower rolling close quantile"
q158_rank_close_30h,alpha158_rolling,conditional,factor_registry,1h,-0.02753828,-0.02753828,-27.0533,17775,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RANK30: Rank(close,30); current close percentile within the past 30 one-hour bars"
q158_rank_close_30h,alpha158_rolling,conditional,factor_registry,4h,-0.03205854,-0.03205854,-30.7859,17773,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RANK30: Rank(close,30); current close percentile within the past 30 one-hour bars"
q158_rank_close_30h,alpha158_rolling,conditional,factor_registry,24h,-0.02544948,-0.02544948,-24.3002,17753,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RANK30: Rank(close,30); current close percentile within the past 30 one-hour bars"
q158_rank_close_30h,alpha158_rolling,conditional,factor_registry,72h,-0.01348994,-0.01348994,-13.8573,17705,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RANK30: Rank(close,30); current close percentile within the past 30 one-hour bars"
